ENEMY																														
パルスィのカード	-																													
九十九姉妹のカード	D																													
橙のカード	-																													
赤蛮奇のカード	D																													
洩矢諏訪子のカード	-																													
鬼人正邪のカード	-																													
ミスティアのカード	-																													
レティのカード	-																													
ナズーリンのカード	-																													
宮古芳香のカード	D																													
秋姉妹のカード	-																													
豊聡耳神子のカード	D																													
幽谷響子のカード	D																													
霊烏路空のカード	-																													
霍青娥のカード	D																													
メディスンメランコリーのカード	D																													
リリーホワイトのカード	-																													
小悪魔のカード	-																													
村紗水蜜のカード	D																													
多々良小傘のカード	D																													
きもけーねのカード	-																													
みすちーのカード	-																													
ゆっくりのカード	-																													
大妖精のカード	-																													
Exルーミアのカード	-																													
魅魔のカード	-																													
category.grass	255																													
超不幸の草	S																													
鳳凰の種	A																													
天使の草	A																													
しあわせ草	B																													
金縛り草	B																													
混乱草	B																													
睡眠草	B																													
灯草	B																													
毒草	B																													
姉切草	B																													
アイスの種	C																													
高飛び草	C																													
すばやさ草	C																													
ちからの草	C																													
ドラゴン草	C																													
胃拡張の種	C																													
胃縮小の種	C																													
感電草	C																													
妹切草	C																													
毒消し草	C																													
命の草	C																													
不幸の草	C																													
くちなし草	C																													
苦無草	C																													
氷結草	C																													
category.food	90																													
ナツメおにぎり	-																													
巨大なおにぎり	B																													
腐ったおにぎり	B																													
大きなおにぎり	C																													
小さなおにぎり	C																													
スモールおにぎり	-																													
奇跡のおにぎり	-																													
category.ring	65																													
透視のリボン	S																													
フランの掘削リボン	S																													
慧音の識別リボン	-																													
焼き芋のリボン	S																													
復活のリボン	S																													
橙のぶっとびリボン	A																													
こいしのお忍びリボン	A																													
流行病のリボン	A																													
レミリアの超回復リボン	A																													
ルーミアのリボン	-																													
しあわせのリボン	B																													
空の融合リボン	B																													
雛の御守リボン	B																													
閻魔の改心リボン	B																													
メディスンの衰退リボン	C																													
大遠投のリボン	C																													
リリーのホワイトリボン	C																													
吸収のリボン	-																													
探知のリボン	-																													
萃香の頑強リボン	-																													
罠避けのリボン	-																													
category.arrow	60																													
大砲の弾	-																													
毒ナイフ	-																													
ミニ八卦炉	B																													
鉄の矢	C																													
category.scrool	240																													
慧音の歴史書	S																													
封書モンスターハウス	A																													
八咫烏の書	A																													
ダンジョン攻略本	A																													
バクスイの書	A																													
グリモワール	B																													
いかづちの書	B																													
電光石火の書	B																													
氷の書	B																													
解凍の書	B																													
混乱の書	B																													
メッキの書	B																													
天邪鬼の書	B																													
おにぎりの書	C																													
おはらいの書	C																													
パワーアップの書	C																													
識別の書	C																													
撒き餌の書	C																													
自爆の書	C																													
大部屋の書	C																													
敵倍速の書	C																													
破裂の書	C																													
複製の書	C																													
明かりの書	C																													
罠師の書	-																													
人を殺せる書	-																													
category.staff	100																													
しあわせの杖	-																													
封印の杖	A																													
引き寄せの杖	C																													
いかづちの杖	B																													
氷の杖	B																													
無意識の杖	B																													
不幸の杖	B																													
金縛りの杖	B																													
倍速の杖	C																													
イカリの杖	C																													
悪魔の杖	C																													
一時しのぎの杖	C																													
影縛りの杖	C																													
回復の杖	C																													
場所替えの杖	C																													
吹き飛ばしの杖	C																													
鈍足の杖	C																													
ハイテンションの杖	C																													
category.pot	60																													
印の瓶	S																													
合成の瓶	B																													
変化の瓶	D																													
お祓いの瓶	D																													
識別の瓶	D																													
かき氷器	-																													
分裂の瓶	-																													
優勝者の瓶	-																													
category.disc	60																													
Disc	C																													
TRAP																														
デロデロの罠	70																													
ねむりの罠	100																													
バネの罠	100																													
ハラヘリの罠	100																													
ワナの罠	30																													
回転盤の罠	100																													
丸太の罠	100																													
錆の罠	100																													
呪いの罠	100																													
召喚の罠	70																													
装備外しの罠	100																													
地雷の罠	100																													
毒の矢の罠	100																													
鈍足の罠	100																													
氷の罠	100																													
影縫いの罠	100																													
落とし穴の罠	30																													
