ENEMY																											
18F	古明地こいし	2	2	風見幽香	2	5	黒谷ヤマメ	3	3	アリス	2	5	蓬莱山輝夜	3	3	八坂神奈子	2	5	大妖精	3	5				レティ	3	3
19F スキマ	古明地こいし	2	2	風見幽香	2	5	黒谷ヤマメ	3	3	アリス	2	5	蓬莱山輝夜	3	3	八坂神奈子	2	5	大妖精	3	5				レティ	3	3
20F スキマ	古明地こいし	2	2	風見幽香	2	5	黒谷ヤマメ	3	3	メディスン	3	5	蓬莱山輝夜	3	3	八坂神奈子	2	5	大妖精	3	5				レティ	3	3
21F	古明地こいし	2	2	博麗霊夢	2	5	ミスティア	3	5	メディスン	3	5				八意永琳	3	5				鍵山雛	3	5	鬼人正邪	2	5
22F	古明地こいし	2	2	博麗霊夢	2	5	ミスティア	3	5	メディスン	3	5				八意永琳	3	5	八雲紫	3	3	鍵山雛	3	5	鬼人正邪	2	5
23F	古明地こいし	2	2	博麗霊夢	2	5	物部布都	3	3							八意永琳	3	5	八雲紫	3	3	寅丸星	3	5	鬼人正邪	2	5
24F	古明地こいし	2	2				物部布都	3	3	鈴仙・優曇華院・イナバ	3	3	姫海棠はたて	2	3	豊聡耳神子	3	3	八雲紫	3	3	寅丸星	3	5	鬼人正邪	2	5
25F	古明地こいし	2	2	今泉影狼	3	2	物部布都	3	3	鈴仙・優曇華院・イナバ	3	3	姫海棠はたて	2	3	豊聡耳神子	3	3				寅丸星	3	5	鬼人正邪	2	5
26F	古明地こいし	2	2	今泉影狼	3	2	物部布都	3	3	鈴仙・優曇華院・イナバ	3	3	姫海棠はたて	2	3	豊聡耳神子	3	3				パルスィ	3	5			
27F	古明地こいし	3	2	黒谷ヤマメ	3	3	古明地さとり	3	5	火焔猫燐	3	3	東風谷早苗	3	3	霊烏路空	3	5	着物勇儀	2	5	パルスィ	3	5	伊吹萃香	4	3
28F	古明地こいし	3	2	黒谷ヤマメ	3	3	古明地さとり	3	5	火焔猫燐	3	3	東風谷早苗	3	3	霊烏路空	3	5	着物勇儀	2	5	パルスィ	3	5	伊吹萃香	4	3
29F	古明地こいし	3	2	黒谷ヤマメ	3	3	古明地さとり	3	5	火焔猫燐	3	3	東風谷早苗	3	3	霊烏路空	3	5	着物勇儀	2	5	パルスィ	3	5	伊吹萃香	4	3
30F	古明地こいし	3	2	黒谷ヤマメ	3	3	古明地さとり	3	5	火焔猫燐	3	3	東風谷早苗	3	3	霊烏路空	3	5	着物勇儀	2	5	パルスィ	3	5	伊吹萃香	4	3
ITEM				category.spellcard	115																						
category.spellcard	90																										
チルノのカード	*																										
因幡てゐのカード	*																										
射命丸文のカード	*																										
博麗霊夢のカード	S																										
霧雨魔理沙のカード	S																										
少名針妙丸のカード	*																										
伊吹萃香のカード	S																										
比那名居天子のカード	A																										
プリズムリバー三姉妹のカード	A																										
レミリアのカード	A																										
犬走椛のカード	A																										
八雲紫のカード	A																										
八雲藍のカード	A																										
寅丸星のカード	A																										
永江衣玖のカード	A																										
姫海棠はたてのカード	A																										
宮古芳香のカード	B																										
今泉影狼のカード	B																										
魂魄妖夢のカード	B																										
東風谷早苗のカード	B																										
秦こころのカード	B																										
黒谷ヤマメのカード	B																										
小野塚小町のカード	B																										
リグルのカード	B																										
ルーミアのカード	B																										
一輪雲山のカード	B																										
河城にとりのカード	B																										
古明地こいしのカード	B																										
古明地さとりのカード	B																										
四季映姫・ヤマザナドゥのカード	B																										
上白沢慧音のカード	B																										
星熊勇儀のカード	B																										
聖白蓮のカード	B																										
堀川雷鼓のカード	B																										
風見幽香のカード	B																										
霍青娥のカード	B																										
九十九姉妹のカード	B																										
朱鷺子のカード	C																										
紅美鈴のカード	C																										
鍵山雛のカード	C																										
アリスのカード	C																										
イナバのカード	C																										
キスメのカード	C																										
わかさぎ姫のカード	C																										
蘇我屠自古のカード	C																										
八坂神奈子のカード	C																										
蓬莱山輝夜のカード	C																										
物部布都のカード	C																										
パチュリーのカード	C																										
フランドールのカード	C																										
十六夜咲夜のカード	C																										
西行寺幽々子のカード	C																										
藤原妹紅のカード	C																										
二ッ岩マミゾウのカード	C																										
八意永琳のカード	C																										
封獣ぬえのカード	C																										
パルスィのカード	D																										
橙のカード	D																										
赤蛮奇のカード	D																										
洩矢諏訪子のカード	D																										
鬼人正邪のカード	D																										
ミスティアのカード	D																										
レティのカード	D																										
ナズーリンのカード	D																										
秋姉妹のカード	D																										
豊聡耳神子のカード	D																										
幽谷響子のカード	D																										
霊烏路空のカード	D																										
火焔猫燐のカード	D																										
メディスンメランコリーのカード	B																										
リリーホワイトのカード	D																										
小悪魔のカード	D																										
村紗水蜜のカード	D																										
多々良小傘のカード	D																										
きもけーねのカード	*																										
みすちーのカード	*																										
ゆっくりのカード	*																										
大妖精のカード	*																										
Exルーミアのカード	*																										
魅魔のカード	*																										
category.grass	200			category.grass	255																						
超不幸の草	*			超不幸の草	S																						
鳳凰の種	S			鳳凰の種	S																						
天使の草	A			天使の草	A																						
しあわせ草	B			しあわせ草	B																						
金縛り草	B			金縛り草	B																						
混乱草	B			混乱草	B																						
睡眠草	B			睡眠草	B																						
灯草	B			灯草	B																						
毒草	B			毒草	B																						
姉切草	B			姉切草	B																						
アイスの種	C			アイスの種	C																						
高飛び草	C			高飛び草	C																						
すばやさ草	C			すばやさ草	C																						
ちからの草	C			ちからの草	C																						
ドラゴン草	C			ドラゴン草	C																						
胃拡張の種	C			胃拡張の種	C																						
胃縮小の種	C			胃縮小の種	C																						
感電草	C			感電草	C																						
妹切草	C			妹切草	C																						
毒消し草	C			毒消し草	C																						
命の草	C			命の草	C																						
不幸の草	C			不幸の草	C																						
くちなし草	C			くちなし草	C																						
苦無草	C			苦無草	C																						
氷結草	C			氷結草	C																						
category.food	60			category.food	90																						
ナツメおにぎり	A			ナツメおにぎり	A																						
巨大なおにぎり	B			巨大なおにぎり	B																						
腐ったおにぎり	B			腐ったおにぎり	B																						
大きなおにぎり	C			大きなおにぎり	C																						
小さなおにぎり	C			小さなおにぎり	C																						
スモールおにぎり	*			スモールおにぎり	*																						
奇跡のおにぎり	*			ミシャグジおにぎり	*																						
category.ring	1			奇跡のおにぎり	*																						
透視のリボン	*			category.ring	40																						
フランの掘削リボン	S			透視のリボン	S																						
慧音の識別リボン	*			フランの掘削リボン	S																						
焼き芋のリボン	A			復活のリボン	A																						
復活のリボン	S			流行病のリボン	A																						
橙のぶっとびリボン	A			橙のぶっとびリボン	A																						
こいしのお忍びリボン	*			レミリアの超回復リボン	A																						
流行病のリボン	*			慧音の識別リボン	B																						
レミリアの超回復リボン	A			こいしのお忍びリボン	B																						
ルーミアのリボン	*			焼き芋のリボン	C																						
しあわせのリボン	*			ルーミアのリボン	C																						
空の融合リボン	*			しあわせのリボン	C																						
雛の御守リボン	*			空の融合リボン	C																						
閻魔の改心リボン	*			雛の御守リボン	C																						
メディスンの衰退リボン	*			閻魔の改心リボン	C																						
大遠投のリボン	*			メディスンの衰退リボン	C																						
リリーのホワイトリボン	*			大遠投のリボン	C																						
吸収のリボン	*			リリーのホワイトリボン	C																						
探知のリボン	*			吸収のリボン	*																						
萃香の頑強リボン	*			探知のリボン	*																						
罠避けのリボン	*			萃香の頑強リボン	*																						
category.arrow	80			罠避けのリボン	*																						
大砲の弾	C			category.arrow	60																						
毒ナイフ	B			大砲の弾	A																						
ミニ八卦炉	B			毒ナイフ	A																						
鉄の矢	*			ミニ八卦炉	B																						
category.scrool	300			鉄の矢	C																						
慧音の歴史書	S			category.scrool	240																						
封書モンスターハウス	*			慧音の歴史書	S																						
八咫烏の書	B			封書モンスターハウス	A																						
ダンジョン攻略本	B			八咫烏の書	A																						
バクスイの書	B			ダンジョン攻略本	A																						
混乱の書	B			バクスイの書	A																						
グリモワール	B			混乱の書	A																						
グリモワール2	S			混乱の書	A																						
いかづちの書	B			撒き餌の書	A																						
電光石火の書	B			ワイルドカード	A																						
氷の書	B			グリモワール	B																						
解凍の書	B			いかづちの書	B																						
メッキの書	B			電光石火の書	B																						
天邪鬼の書	B			氷の書	B																						
ワイルドカード	B			解凍の書	B																						
おにぎりの書	C			メッキの書	B																						
おはらいの書	C			天邪鬼の書	B																						
パワーアップの書	C			おにぎりの書	C																						
識別の書	C			おはらいの書	C																						
撒き餌の書	C			パワーアップの書	C																						
自爆の書	C			識別の書	C																						
大部屋の書	C			自爆の書	C																						
敵倍速の書	C			大部屋の書	C																						
破裂の書	C			敵倍速の書	C																						
明かりの書	C			破裂の書	C																						
罠師の書	*			明かりの書	C																						
人を殺せる書	*			罠師の書	*																						
切れ端	*			人を殺せる書	*																						
幻想郷縁起	*			切れ端	*																						
category.staff	100			幻想郷縁起	*																						
しあわせの杖	B			category.staff	100																						
封印の杖	B			しあわせの杖	A																						
引き寄せの杖	B			封印の杖	A																						
いかづちの杖	B			引き寄せの杖	A																						
氷の杖	B			いかづちの杖	B																						
無意識の杖	B			氷の杖	B																						
不幸の杖	B			無意識の杖	B																						
金縛りの杖	B			不幸の杖	B																						
倍速の杖	C			金縛りの杖	B																						
イカリの杖	C			一時しのぎの杖	B																						
悪魔の杖	C			イカリの杖	C																						
一時しのぎの杖	C			悪魔の杖	C																						
影縛りの杖	C			倍速の杖	C																						
回復の杖	C			影縛りの杖	C																						
場所替えの杖	C			回復の杖	C																						
吹き飛ばしの杖	C			場所替えの杖	C																						
鈍足の杖	C			吹き飛ばしの杖	C																						
ハイテンションの杖	C			鈍足の杖	C																						
モノカの杖	C			ハイテンションの杖	C																						
category.pot	30			モノカの杖	C																						
印の瓶	S			category.pot	30																						
合成の瓶	B			印の瓶	S																						
グリモワールの瓶	B			グリモワールの瓶	A																						
変化の瓶	D			聖瓶	A																						
お祓いの瓶	D			香霖の瓶	B																						
識別の瓶	D			水瓶	B																						
かき氷器	*			蛍瓶	B																						
分裂の瓶	*			かき氷器	B																						
優勝者の瓶	*			小鈴の瓶	B																						
category.disc	0			針名丸の瓶	C																						
Disc	C			雛瓶	C																						
DiscA_A	*			合成の瓶	C																						
DiscA	*			変化の瓶	C																						
TRAP				妹紅の瓶	D																						
デロデロの罠	70			識別の瓶	D																						
ねむりの罠	100			空の瓶	D																						
バネの罠	100			お祓いの瓶	D																						
ハラヘリの罠	100			フランドールの瓶	D																						
ワナの罠	30			カード合成の壷	*																						
回転盤の罠	100			分裂の瓶	*																						
丸太の罠	100			優勝者の瓶	*																						
錆の罠	100			category.disc	80																						
呪いの罠	100			Disc	*																						
召喚の罠	70			DiscA_A	*																						
装備外しの罠	100			DiscA	C																						
地雷の罠	100																										
毒の矢の罠	100																										
鈍足の罠	100																										
氷の罠	100																										
影縫いの罠	100																										
落とし穴の罠	30																										
