ENEMY																								
25F	古明地こいし	3	1	小悪魔	3	5				パチュリー	3	5	鈴仙・優曇華院・イナバ	3	3	封獣ぬえ	3	1	伊吹萃香	3	5			
26F	古明地こいし	3	1	小悪魔	3	5				パチュリー	3	5	鈴仙・優曇華院・イナバ	3	3	封獣ぬえ	3	1	伊吹萃香	3	5			
ITEM																								
category.spellcard	60																							
チルノのカード	-																							
因幡てゐのカード	-																							
射命丸文のカード	-																							
博麗霊夢のカード	-																							
霧雨魔理沙のカード	-																							
少名針妙丸のカード	-																							
比那名居天子のカード	A																							
プリズムリバー三姉妹のカード	-																							
レミリアのカード	-																							
犬走椛のカード	-																							
八雲紫のカード	-																							
八雲藍のカード	-																							
寅丸星のカード	-																							
永江衣玖のカード	A																							
姫海棠はたてのカード	S																							
宮古芳香のカード	B																							
今泉影狼のカード	B																							
魂魄妖夢のカード	-																							
東風谷早苗のカード	-																							
秦こころのカード	S																							
黒谷ヤマメのカード	-																							
小野塚小町のカード	-																							
リグルのカード	-																							
ルーミアのカード	-																							
一輪雲山のカード	-																							
河城にとりのカード	-																							
古明地こいしのカード	-																							
古明地さとりのカード	-																							
四季映姫・ヤマザナドゥのカード	-																							
上白沢慧音のカード	-																							
星熊勇儀のカード	-																							
聖白蓮のカード	-																							
堀川雷鼓のカード	B																							
風見幽香のカード	-																							
伊吹萃香のカード	B																							
霍青娥のカード	B																							
朱鷺子のカード	C																							
紅美鈴のカード	-																							
鍵山雛のカード	-																							
アリスのカード	-																							
イナバのカード	-																							
キスメのカード	-																							
わかさぎ姫のカード	C																							
蘇我屠自古のカード	C																							
八坂神奈子のカード	-																							
蓬莱山輝夜のカード	-																							
物部布都のカード	C																							
パチュリーのカード	-																							
フランドールのカード	-																							
十六夜咲夜のカード	-																							
西行寺幽々子のカード	-																							
藤原妹紅のカード	-																							
二ッ岩マミゾウのカード	A																							
八意永琳のカード	-																							
封獣ぬえのカード	-																							
パルスィのカード	-																							
九十九姉妹のカード	D																							
橙のカード	-																							
赤蛮奇のカード	D																							
洩矢諏訪子のカード	-																							
鬼人正邪のカード	D																							
ミスティアのカード	-																							
レティのカード	-																							
ナズーリンのカード	-																							
秋姉妹のカード	-																							
豊聡耳神子のカード	D																							
幽谷響子のカード	D																							
霊烏路空のカード	-																							
火焔猫燐のカード	-																							
メディスンメランコリーのカード	-																							
リリーホワイトのカード	D																							
小悪魔のカード	D																							
村紗水蜜のカード	-																							
多々良小傘のカード	-																							
きもけーねのカード	-																							
みすちーのカード	-																							
ゆっくりのカード	-																							
大妖精のカード	-																							
Exルーミアのカード	-																							
魅魔のカード	-																							
category.grass	255																							
超不幸の草	S																							
鳳凰の種	-																							
天使の草	-																							
しあわせ草	B																							
金縛り草	B																							
混乱草	B																							
睡眠草	B																							
灯草	B																							
毒草	B																							
姉切草	-																							
アイスの種	C																							
高飛び草	C																							
すばやさ草	C																							
ちからの草	C																							
ドラゴン草	C																							
胃拡張の種	-																							
胃縮小の種	C																							
感電草	C																							
妹切草	-																							
毒消し草	C																							
命の草	C																							
不幸の草	C																							
くちなし草	-																							
苦無草	C																							
氷結草	C																							
category.food	90																							
ナツメおにぎり	-																							
巨大なおにぎり	B																							
腐ったおにぎり	B																							
大きなおにぎり	C																							
小さなおにぎり	C																							
スモールおにぎり	-																							
奇跡のおにぎり	-																							
category.ring	20																							
透視のリボン	-																							
フランの掘削リボン	-																							
慧音の識別リボン	-																							
焼き芋のリボン	S																							
復活のリボン	S																							
橙のぶっとびリボン	-																							
こいしのお忍びリボン	-																							
流行病のリボン	A																							
レミリアの超回復リボン	S																							
ルーミアのリボン	S																							
しあわせのリボン	B																							
空の融合リボン	B																							
雛の御守リボン	-																							
閻魔の改心リボン	B																							
メディスンの衰退リボン	-																							
大遠投のリボン	B																							
リリーのホワイトリボン	-																							
吸収のリボン	-																							
探知のリボン	-																							
萃香の頑強リボン	-																							
罠避けのリボン	-																							
category.arrow	60																							
大砲の弾	-																							
毒ナイフ	-																							
ミニ八卦炉	B																							
鉄の矢	C																							
category.scrool	240																							
慧音の歴史書	-																							
封書モンスターハウス	S																							
八咫烏の書	A																							
ダンジョン攻略本	A																							
バクスイの書	A																							
混乱の書	A																							
グリモワール	B																							
いかづちの書	B																							
電光石火の書	B																							
氷の書	B																							
解凍の書	B																							
メッキの書	B																							
天邪鬼の書	B																							
ワイルドカード	B																							
おにぎりの書	C																							
おはらいの書	C																							
パワーアップの書	C																							
識別の書	C																							
撒き餌の書	C																							
自爆の書	C																							
大部屋の書	C																							
敵倍速の書	C																							
破裂の書	C																							
明かりの書	C																							
罠師の書	-																							
人を殺せる書	-																							
切れ端	-																							
幻想郷縁起	-																							
category.staff	100																							
しあわせの杖	-																							
封印の杖	B																							
引き寄せの杖	B																							
いかづちの杖	B																							
氷の杖	B																							
無意識の杖	B																							
不幸の杖	B																							
金縛りの杖	A																							
倍速の杖	C																							
イカリの杖	C																							
悪魔の杖	C																							
一時しのぎの杖	A																							
影縛りの杖	C																							
回復の杖	C																							
場所替えの杖	C																							
吹き飛ばしの杖	C																							
鈍足の杖	B																							
ハイテンションの杖	C																							
category.pot	30																							
印の瓶	A																							
合成の瓶	S																							
変化の瓶	B																							
お祓いの瓶	D																							
識別の瓶	D																							
かき氷器	-																							
分裂の瓶	-																							
優勝者の瓶	-																							
category.disc	40																							
Disc	C																							
TRAP																								
デロデロの罠	70																							
ねむりの罠	100																							
バネの罠	100																							
ハラヘリの罠	100																							
ワナの罠	30																							
回転盤の罠	100																							
丸太の罠	100																							
錆の罠	100																							
呪いの罠	100																							
召喚の罠	70																							
装備外しの罠	100																							
地雷の罠	100																							
毒の矢の罠	100																							
鈍足の罠	100																							
氷の罠	50																							
影縫いの罠	100																							
落とし穴の罠	30																							
