ENEMY																								
バネの罠	100																							
ハラヘリの罠	100																							
ワナの罠	30																							
回転盤の罠	100																							
丸太の罠	100																							
錆の罠	100																							
呪いの罠	100																							
召喚の罠	70																							
装備外しの罠	100																							
地雷の罠	100																							
毒の矢の罠	100																							
鈍足の罠	100																							
氷の罠	100																							
影縫いの罠	100																							
落とし穴の罠	30																							
