ENEMY																														
八意永琳のカード	C																													
八雲紫のカード	A																													
八雲藍のカード	A																													
八坂神奈子のカード	B																													
比那名居天子のカード	S																													
姫海棠はたてのカード	B																													
封獣ぬえのカード	C																													
風見幽香のカード	B																													
物部布都のカード	C																													
蓬莱山輝夜のカード	B																													
豊聡耳神子のカード	C																													
霧雨魔理沙のカード	S																													
幽谷響子のカード	C																													
霊烏路空のカード	C																													
橙のカード	B																													
霍青娥のカード	C																													
category.grass	255																													
アイスの種	C																													
しあわせ草	B																													
すばやさ草	C																													
ちからの草	C																													
ドラゴン草	C																													
胃拡張の種	C																													
胃縮小の種	C																													
感電草	C																													
金縛り草	B																													
高飛び草	C																													
混乱草	B																													
妹切草	C																													
姉切草	C																													
睡眠草	B																													
天使の草	S																													
灯草	B																													
毒消し草	C																													
毒草	B																													
命の草	C																													
鳳凰の種	A																													
不幸の草	C																													
category.food	90																													
巨大なおにぎり	B																													
大きなおにぎり	C																													
腐ったおにぎり	B																													
小さなおにぎり	C																													
ナツメおにぎり	S																													
category.ring	65																													
ルーミアのリボン	B																													
お忍びリボン	A																													
しあわせのリボン	B																													
はたての念写リボン	S																													
フランの掘削リボン	S																													
メディスンの衰退リボン	C																													
空の融合リボン	B																													
雛の御守リボン	B																													
大遠投のリボン	C																													
橙のぶっとびリボン	A																													
閻魔の改心リボン	B																													
category.arrow	60																													
大砲の弾	S																													
鉄の矢	C																													
毒ナイフ	S																													
ミニ八卦炉	C																													
category.scrool	240																													
いかづちの書	B																													
おにぎりの書	C																													
おはらいの書	C																													
グリモワール	B																													
バクスイの書	B																													
超人の書	C																													
メッキの書	B																													
解凍の書	A																													
困った時の書	B																													
混乱の書	B																													
撒き餌の書	C																													
自爆の書	C																													
大部屋の書	B																													
天邪鬼の書	B																													
電光石火の書	B																													
破裂の書	C																													
八咫烏の書	A																													
氷の書	B																													
封書モンスターハウス	A																													
複製の書	B																													
明かりの書	C																													
category.staff	100																													
いかづちの杖	B																													
イカリの杖	C																													
しあわせの杖	B																													
悪魔の杖	C																													
一時しのぎの杖	C																													
影縛りの杖	C																													
回復の杖	C																													
金縛りの杖	C																													
場所替えの杖	C																													
吹き飛ばしの杖	C																													
鈍足の杖	C																													
氷の杖	C																													
不幸の杖	B																													
封印の杖	B																													
category.pot	10																													
category.disc	60																													
Disc	C																													
TRAP																														
デロデロの罠	70																													
ねむりの罠	100																													
バネの罠	100																													
ハラヘリの罠	100																													
ワナの罠	30																													
回転盤の罠	100																													
丸太の罠	100																													
錆の罠	100																													
呪いの罠	100																													
召喚の罠	70																													
装備外しの罠	100																													
地雷の罠	100																													
毒の矢の罠	100																													
鈍足の罠	100																													
氷の罠	100																													
影縫いの罠	100																													
落とし穴の罠	30																													
